study_hours,play_hours,sleep_hours,tv_hours,pass
2.32,4.27,5.56,1.15,0
3.73,3.11,4.08,1.57,0
5.89,0.44,6.56,6.0,0
6.2,1.79,6.91,4.81,1
3.91,6.91,5.94,2.19,0
4.36,3.59,7.17,1.09,1
1.46,6.05,7.61,2.18,0
3.79,4.59,7.8,2.37,0
6.28,2.86,4.17,0.13,1
5.65,2.95,5.42,2.12,1
5.5,2.45,6.63,3.98,1
4.6,0.0,7.69,0.0,1
4.51,2.53,7.59,3.24,1
3.18,4.32,7.57,4.06,0
5.9,1.6,6.54,1.16,1
5.34,3.12,6.61,4.54,1
5.48,3.78,6.13,0.96,0
3.45,1.14,7.92,2.66,1
0.19,1.82,5.9,1.54,1
6.69,0.97,8.02,1.54,1
3.54,1.27,7.25,1.07,1
2.77,0.57,6.95,3.05,0
5.89,1.15,6.21,3.27,1
3.72,4.63,5.37,1.9,1
6.62,1.13,6.22,0.0,1
5.73,2.69,6.6,2.6,1
5.87,1.75,4.16,2.63,1
1.77,4.27,6.76,1.67,1
6.92,4.47,8.11,4.8,1
5.02,3.8,7.68,0.0,1
3.76,2.96,6.4,0.0,1
4.79,2.15,7.06,0.9,1
0.95,0.71,6.33,3.07,0
5.32,5.42,7.18,0.42,1
2.44,1.36,8.85,0.53,0
1.79,3.5,8.16,3.43,0
1.46,4.09,7.62,2.69,0
6.73,1.67,6.41,2.57,1
3.24,4.06,7.9,3.17,0
7.57,3.65,4.98,1.36,1
3.43,5.09,6.7,1.43,0
1.09,1.8,7.7,3.21,0
2.27,0.57,7.89,0.0,0
6.97,1.74,7.8,0.0,1
4.19,2.81,7.35,1.35,1
3.4,2.59,6.77,3.4,1
4.82,1.91,7.65,2.38,1
5.5,0.0,5.86,3.29,0
6.73,3.21,5.99,0.0,1
7.4,5.46,7.07,2.47,1
3.78,3.2,7.21,2.98,1
1.85,3.41,4.81,0.0,1
3.67,3.36,7.55,3.29,0
5.02,3.1,7.93,1.83,0
2.57,3.9,6.91,6.61,0
2.59,3.09,9.85,0.0,1
5.19,2.03,6.18,4.05,1
4.4,1.31,6.57,1.41,1
4.57,2.13,6.53,0.0,0
2.98,2.97,6.91,1.21,0
4.04,2.03,6.61,2.42,0
2.65,2.97,5.31,3.56,0
6.28,3.16,6.34,4.58,1
6.57,3.75,6.88,4.13,1
0.81,4.42,8.47,0.55,0
2.64,2.62,9.64,3.7,0
1.51,0.54,8.6,2.59,1
3.2,1.98,6.07,1.02,1
4.33,2.57,6.17,1.68,1
1.6,0.0,6.81,0.94,1
2.66,4.58,9.14,2.06,0
2.49,2.71,6.8,0.91,0
4.91,3.07,5.41,0.46,1
4.64,4.55,6.4,2.72,0
3.06,1.55,7.91,2.94,1
4.85,3.36,7.83,1.72,1
3.41,2.34,6.76,4.05,1
3.96,2.22,7.82,1.61,0
7.85,1.34,4.27,1.55,1
7.18,5.0,7.12,2.99,1
1.9,1.94,8.03,1.8,0
6.16,3.55,6.0,2.13,1
6.12,0.0,6.0,0.0,1
2.2,4.27,4.76,2.03,0
6.14,4.08,8.91,0.0,1
7.58,2.65,6.14,0.17,1
2.25,2.16,7.29,0.0,1
2.66,3.1,7.72,0.44,0
6.54,5.93,8.81,1.18,1
5.04,0.0,6.82,1.27,1
5.6,3.67,6.35,3.0,1
5.18,1.13,7.21,2.33,0
5.28,2.47,8.54,0.0,1
1.85,2.13,6.8,2.12,1
6.59,1.86,5.85,2.48,1
6.84,2.48,5.15,1.51,1
4.04,0.8,5.53,1.91,0
4.41,4.04,8.04,2.29,0
1.44,0.0,6.62,3.15,0
5.53,3.31,6.27,0.0,1
5.64,2.01,6.14,1.63,1
4.38,0.74,7.1,4.26,0
6.75,2.8,6.71,4.12,1
3.83,0.16,6.67,3.28,1
5.63,2.56,8.62,2.81,1
2.46,0.37,8.85,4.48,1
4.45,3.19,5.07,4.88,0
4.15,1.11,7.39,1.81,1
4.95,1.82,6.07,0.55,1
3.76,2.94,6.7,1.59,1
4.24,1.34,7.37,6.65,0
6.15,2.41,6.74,0.0,1
3.63,0.23,7.28,1.29,0
1.29,3.45,7.81,0.0,0
8.0,5.15,7.35,2.19,1
7.26,6.69,6.22,0.2,1
1.92,2.64,6.24,1.84,0
5.88,3.68,5.27,0.0,1
3.49,0.0,5.98,2.93,0
5.03,4.75,9.35,3.83,0
5.09,3.66,6.05,1.42,0
4.03,1.77,5.57,1.8,0
2.93,4.36,7.38,1.75,1
3.12,2.12,6.87,2.27,0
2.67,1.81,6.77,1.94,0
2.84,3.21,8.69,3.15,0
4.37,0.9,7.66,3.85,0
3.07,4.03,6.36,0.78,1
5.86,0.92,6.49,1.54,1
7.47,0.92,6.4,3.35,1
3.34,1.14,8.05,0.0,1
4.98,3.64,6.63,0.0,1
5.5,1.57,4.85,2.34,1
5.44,0.48,6.94,2.74,0
4.65,1.59,5.16,0.92,0
5.99,2.45,9.62,1.13,1
5.46,0.73,5.84,0.86,1
2.02,0.77,6.81,0.7,1
6.24,5.67,7.31,3.04,0
6.27,1.21,6.65,0.23,1
2.97,2.02,6.65,1.6,0
4.58,1.95,7.51,0.64,0
5.87,1.87,8.83,0.0,1
4.08,3.43,7.92,3.31,0
6.65,3.92,8.77,1.22,1
9.23,2.04,5.74,2.28,1
2.93,0.65,7.38,0.0,1
1.74,4.41,7.19,0.89,1
5.11,2.36,7.42,3.13,0
5.94,5.1,8.65,5.88,0
4.04,0.0,6.74,0.0,1
7.41,2.79,6.51,1.7,1
1.82,5.38,7.64,2.62,0
5.89,1.97,4.87,1.08,1
3.29,2.16,6.72,3.27,0
7.94,2.94,6.84,0.7,1
8.49,1.66,5.9,2.23,1
2.97,2.03,8.27,1.22,0
3.4,1.99,5.73,3.83,0
6.22,1.56,6.84,0.99,1
3.73,4.34,7.35,1.47,1
4.41,3.19,8.62,3.42,0
4.55,2.88,6.99,0.46,0
0.66,3.71,8.12,2.1,0
4.47,2.1,7.84,0.0,1
3.12,1.34,7.15,0.37,1
3.51,1.6,5.69,2.57,1
7.39,2.5,5.28,0.51,1
1.99,0.91,7.13,1.18,0
6.13,1.75,6.35,2.74,0
3.94,1.73,8.1,1.13,1
3.94,5.69,7.9,3.23,0
6.08,0.0,6.78,2.32,1
5.18,2.23,5.61,2.65,0
5.64,5.09,7.61,3.86,0
6.44,2.68,5.78,2.48,1
3.84,3.63,6.09,4.31,0
3.28,2.65,5.82,3.37,0
2.33,1.5,6.83,1.21,1
2.85,0.0,8.4,3.94,0
10.0,2.81,6.99,2.4,1
6.99,1.34,6.47,1.41,1
1.8,1.3,5.17,2.42,0
1.86,1.75,7.66,3.67,0
5.46,5.12,6.06,2.68,1
5.59,6.11,7.14,4.73,1
5.6,2.83,6.57,3.63,1
3.99,1.8,8.01,2.78,1
4.25,0.73,6.81,0.46,1
5.16,3.2,6.93,1.73,1
4.67,5.17,7.58,2.11,0
0.06,2.13,9.53,3.04,0
4.04,0.0,8.07,2.96,1
2.8,3.51,6.89,2.25,1
4.85,3.98,7.0,2.18,1
10.0,0.12,6.37,3.08,1
5.23,2.76,5.86,0.71,1
3.87,3.18,6.34,4.54,1
6.34,2.39,6.07,0.0,1
5.47,1.31,7.78,4.18,0
5.34,4.02,5.71,1.93,1
5.71,1.89,8.6,3.5,1
8.61,0.27,7.9,2.55,1
2.24,0.0,7.02,2.52,0
5.45,4.39,7.0,2.83,1
2.65,3.42,6.33,3.21,1
5.61,2.63,7.32,1.51,1
2.66,1.84,8.31,3.55,1
3.67,1.71,6.16,0.37,1
3.91,0.89,5.16,1.99,0
6.45,1.85,7.84,3.25,1
6.34,0.0,7.39,3.49,1
2.01,1.4,5.66,2.69,0
4.61,2.03,6.12,1.41,1
3.08,3.41,5.97,3.35,0
1.98,2.44,6.13,1.0,0
4.07,3.69,6.61,4.63,0
3.88,4.52,6.68,1.87,0
9.35,4.09,6.22,0.0,1
5.37,3.21,6.09,0.21,1
1.74,2.52,6.73,2.07,1
3.37,1.03,7.2,2.21,0
6.54,3.61,6.62,4.95,0
8.68,5.02,8.39,0.44,1
1.33,3.01,7.61,2.06,0
0.74,5.38,5.09,0.41,0
8.24,0.21,7.63,1.26,1
5.28,0.77,7.73,4.53,1
2.76,3.78,6.48,0.3,0
5.57,2.9,5.21,2.88,1
0.0,4.47,7.01,2.59,0
4.51,2.48,6.99,1.96,1
5.16,1.2,5.65,2.78,1
6.35,2.18,5.26,0.26,1
2.47,0.2,6.89,4.48,1
4.67,0.81,6.72,4.89,0
2.65,3.96,6.5,2.07,0
5.01,3.81,6.9,5.63,1
2.71,3.04,5.68,1.4,0
3.68,0.0,6.48,2.6,1
2.51,1.96,7.64,4.15,1
5.8,0.66,6.58,1.31,1
6.22,4.26,4.99,0.0,1
4.03,1.62,6.43,0.0,1
4.58,0.87,5.72,5.09,1
1.6,2.54,7.32,1.21,0
3.9,1.54,7.38,1.72,0
4.4,4.73,5.01,0.33,1
9.74,1.4,7.91,3.42,1
2.28,0.4,5.67,0.83,1
7.43,0.0,8.87,1.26,1
6.49,2.45,6.94,2.45,1
5.06,1.66,5.5,0.4,1
8.02,0.36,5.63,1.73,1
5.24,4.28,7.42,4.1,0
5.28,3.5,6.53,2.64,1
4.39,2.46,6.88,2.2,1
6.95,4.55,8.94,2.32,1
6.69,3.49,6.16,1.42,1
3.25,1.27,7.07,4.99,1
1.86,0.94,8.7,0.78,0
4.09,3.73,7.32,2.32,1
2.9,3.09,5.07,2.17,1
4.37,2.75,7.61,3.51,1
6.97,1.23,5.6,3.65,1
3.59,3.41,8.69,1.95,1
4.41,1.37,6.01,2.44,1
4.62,2.35,10.0,2.49,1
6.2,4.67,8.76,0.0,1
0.01,1.51,6.04,0.0,0
3.29,0.14,7.02,1.09,1
4.92,0.92,7.9,1.16,1
6.9,3.99,7.94,0.2,1
3.52,2.88,7.53,3.12,0
0.75,2.31,8.5,2.0,1
5.74,1.74,6.85,1.68,1
3.23,3.23,6.56,0.12,0
2.12,1.23,6.58,1.93,0
3.25,2.96,8.03,0.0,1
4.13,1.4,7.44,1.76,0
3.29,1.15,7.35,2.09,0
0.09,1.54,7.95,2.36,0
6.29,1.94,4.54,0.0,1
7.05,2.43,7.37,2.34,1
5.8,2.85,7.26,0.44,1
2.22,0.0,9.0,0.78,1
4.1,1.29,5.17,3.08,0
4.49,1.91,8.87,5.02,0
5.7,4.76,7.09,2.08,1
5.84,0.88,7.59,0.77,1
3.03,2.74,9.01,2.28,1
4.66,4.74,7.67,3.41,0
5.41,0.53,7.48,2.93,1
7.41,3.09,7.29,6.11,1
5.91,1.3,6.42,0.93,1
6.08,1.74,6.97,2.38,1
4.67,1.3,6.14,4.32,0
7.32,1.4,6.95,4.23,1
5.32,6.58,4.2,0.0,1
2.78,3.77,7.51,1.99,1
7.31,4.15,6.85,4.23,1
5.9,3.24,6.6,6.34,1
3.61,0.09,7.26,3.06,0
3.54,3.09,5.28,1.45,0
5.09,4.11,9.32,0.49,1
5.43,1.22,6.88,5.33,1
4.89,3.95,6.82,3.09,1
5.12,3.56,5.84,0.73,0
7.9,5.28,7.03,1.7,1
6.64,1.87,8.66,2.47,1
4.88,0.85,8.24,2.82,1
6.38,1.96,8.03,0.65,1
2.43,4.65,7.66,1.08,0
5.3,0.0,6.57,0.0,0
8.12,0.0,5.26,3.56,1
4.06,2.63,6.76,1.49,1
2.8,1.84,6.72,2.7,0
3.2,2.51,8.26,4.13,0
2.32,3.92,7.37,2.33,0
2.93,1.67,8.93,1.83,1
3.76,0.0,8.44,2.29,1
1.69,5.57,6.45,2.09,0
4.53,1.0,4.85,3.87,1
6.3,0.91,8.66,2.47,1
2.68,4.16,8.63,1.18,0
7.54,1.92,5.36,3.57,1
5.52,2.4,8.81,3.85,1
6.56,3.22,7.46,0.0,1
3.18,4.13,7.19,4.3,0
6.21,2.0,8.94,2.55,0
2.32,4.78,8.61,2.42,0
6.28,0.0,7.78,3.51,1
4.84,3.64,7.57,1.15,1
5.61,1.24,7.74,3.43,1
2.15,4.56,6.52,1.43,0
2.71,2.71,6.93,0.0,1
5.69,1.49,5.92,0.5,1
2.6,3.49,6.6,2.85,0
5.43,3.84,6.56,0.58,1
1.77,3.46,6.24,4.42,0
6.2,0.96,7.16,3.78,1
2.03,1.77,6.61,4.0,0
5.6,2.49,7.6,2.19,1
5.75,2.44,5.05,2.39,0
3.11,3.62,6.86,0.21,0
5.66,0.0,7.16,3.49,1
5.02,3.0,6.63,2.57,1
3.42,2.07,6.79,2.85,1
2.48,1.24,5.1,4.53,1
0.57,1.39,7.43,1.09,0
5.2,2.18,7.78,1.81,1
1.37,0.0,7.59,2.49,0
4.69,1.45,8.25,0.6,1
3.97,1.19,7.24,1.72,1
5.86,3.3,7.57,2.74,1
3.9,1.29,7.19,1.51,1
3.84,2.18,7.83,3.96,0
5.96,4.81,5.11,0.0,0
5.17,3.99,5.93,3.68,1
5.13,3.85,8.9,2.99,1
5.44,1.75,4.05,1.15,1
1.43,3.31,6.83,0.61,1
6.01,2.15,8.41,0.0,1
5.72,2.21,6.89,0.81,1
2.47,3.11,6.51,3.57,0
4.01,1.6,7.16,1.92,1
4.42,4.74,6.58,3.74,1
4.23,2.26,7.04,1.07,1
5.17,3.43,6.18,3.06,1
7.36,4.68,8.33,0.92,1
6.66,4.05,8.71,0.55,1
1.88,0.39,6.84,1.84,0
5.74,3.17,5.34,1.0,0
7.16,3.78,6.37,0.0,1
5.27,3.84,6.78,1.73,0
6.68,0.83,7.61,2.16,1
8.52,1.51,5.79,3.9,1
6.55,3.99,6.08,3.41,1
5.0,1.36,7.61,3.83,1
6.59,2.05,8.13,3.08,0
4.79,4.86,6.25,2.5,1
4.55,2.43,5.4,0.16,1
3.8,1.41,10.0,2.22,1
7.63,1.18,7.94,2.9,1
2.86,3.0,6.68,4.19,1
7.56,0.5,8.04,3.03,1
5.5,2.13,6.85,3.86,1
1.7,3.0,8.04,0.45,0
5.24,4.45,7.19,1.51,0
0.3,3.5,7.11,2.64,0
5.75,1.43,6.86,3.74,1
6.27,4.27,5.26,1.78,1
3.32,2.05,9.33,1.88,0
4.75,0.65,5.87,3.03,1
8.41,2.24,5.37,0.31,1
3.49,4.66,6.74,4.41,0
2.38,2.75,5.85,0.68,1
7.46,2.52,6.94,0.0,1
8.43,4.96,7.83,2.02,1
4.51,0.35,8.19,4.55,1
6.52,0.57,7.98,2.88,1
7.18,0.08,6.63,3.13,1
3.02,3.06,7.06,2.06,1
3.53,2.75,7.49,1.77,0
6.96,4.81,4.89,0.0,1
7.87,2.87,7.68,0.0,1
5.63,1.89,5.25,2.29,1
2.74,2.5,9.45,3.97,1
8.47,2.68,6.51,2.52,1
3.44,0.0,6.78,2.94,1
3.83,6.57,6.08,4.38,0
5.18,3.28,6.24,2.49,1
7.61,2.82,9.73,1.82,1
6.21,3.42,8.13,0.77,0
5.33,3.56,5.14,5.03,0
5.43,2.29,8.81,2.79,1
4.59,1.55,8.43,0.58,1
5.62,3.4,6.66,0.24,0
0.0,3.08,7.37,3.88,0
3.91,1.29,6.98,0.44,1
4.98,4.63,9.37,4.78,1
2.2,2.94,6.04,0.0,0
5.27,3.59,7.18,4.13,0
4.09,4.59,6.49,2.73,1
8.01,2.53,5.28,2.18,1
7.65,2.98,9.63,1.74,1
3.57,3.72,5.58,4.84,1
4.2,1.41,7.26,3.06,0
4.35,2.58,4.91,0.65,1
3.6,2.69,6.52,0.0,1
4.89,1.07,7.51,2.27,1
2.98,5.98,6.01,2.0,0
2.24,0.39,7.7,0.0,1
5.75,0.55,6.68,1.92,0
5.76,4.47,8.39,1.14,1
2.89,3.57,8.63,2.01,1
6.29,0.96,6.3,3.09,1
3.24,3.41,7.09,4.24,1
5.01,4.7,7.22,3.36,1
6.14,2.45,7.74,0.92,1
4.43,6.4,7.02,2.55,1
5.41,0.0,7.23,2.09,1
3.47,3.54,6.71,0.0,1
4.11,4.25,7.14,2.6,1
4.09,3.84,8.56,4.79,0
3.01,2.19,7.78,2.05,1
4.15,2.06,7.84,0.0,0
1.4,3.17,7.87,2.05,0
3.52,3.72,6.82,0.18,1
3.93,3.4,7.38,3.3,0
3.99,4.06,5.7,2.79,1
4.02,0.97,8.52,1.74,1
4.38,2.16,3.66,1.5,1
5.46,1.09,6.9,1.68,1
6.25,1.92,8.37,2.01,1
3.2,4.02,5.36,0.84,1
2.09,2.66,7.48,0.0,1
2.42,6.41,6.18,3.71,0
3.53,2.79,6.56,1.42,1
3.8,2.59,8.14,2.25,1
2.96,2.66,7.24,2.43,0
1.91,1.54,4.56,2.48,0
3.59,2.41,5.83,0.24,1
4.86,4.19,8.17,0.0,1
5.69,2.67,7.54,1.12,1
3.39,1.31,9.1,2.59,1
3.67,1.11,9.02,0.91,1
2.65,1.82,6.59,1.47,0
4.44,2.61,10.0,5.19,0
2.8,4.29,7.03,0.0,1
5.65,0.49,5.84,0.87,1
0.93,2.02,6.24,4.84,0
3.78,2.72,4.29,1.93,0
5.1,0.0,8.93,0.94,0
4.87,1.25,8.91,3.75,1
9.89,1.48,5.78,2.08,1
5.2,1.31,6.73,1.48,0
2.49,2.79,7.11,2.29,1
4.31,2.26,5.85,1.01,1
0.95,1.67,4.89,0.47,1
4.34,3.14,6.75,1.83,1
2.83,5.08,6.61,0.48,0
6.33,4.96,6.53,2.02,0
3.4,0.0,7.27,2.53,1
4.27,3.37,8.72,3.28,1
3.23,2.23,6.64,3.69,0
7.98,2.73,7.2,1.39,1
3.86,1.9,7.87,2.75,1
8.17,2.68,7.66,2.74,1
6.13,2.73,6.26,2.49,1
5.46,1.63,7.12,1.28,1
5.24,1.16,7.66,0.46,1
5.29,1.83,5.65,2.75,0
0.64,2.85,8.52,0.0,1
3.94,3.4,8.72,1.6,1
6.19,3.78,6.13,0.0,1
4.4,1.76,7.23,0.0,1
1.69,2.93,7.77,0.68,0
4.4,3.94,6.35,3.65,0
7.91,4.25,7.58,3.03,1
6.99,2.41,7.2,1.17,1
4.38,2.17,5.24,3.09,0
6.4,2.79,7.55,3.33,1
3.77,0.78,5.68,1.76,0
1.09,2.21,8.13,0.0,1
2.65,3.62,6.19,1.69,0
7.63,3.46,6.81,1.85,1
3.95,2.09,8.65,0.15,1
4.01,2.83,7.6,2.55,1
3.9,1.26,5.7,2.42,0
8.31,3.56,5.78,2.67,1
7.75,2.38,6.28,2.42,1
8.94,2.09,7.47,3.09,1
4.18,1.96,7.43,1.73,1
5.09,2.41,5.99,2.3,1
1.47,1.83,5.6,1.4,0
7.45,3.49,7.34,1.12,1
2.16,1.91,6.78,4.01,0
4.93,4.89,9.59,0.0,1
2.31,4.7,7.04,3.32,0
3.32,1.16,9.18,1.07,1
2.83,2.6,5.6,0.87,1
3.28,1.52,5.11,2.39,1
3.42,2.01,5.66,0.0,1
3.4,5.5,8.43,0.78,1
6.17,2.04,9.11,0.73,1
2.29,3.04,6.06,1.67,0
4.94,3.31,6.45,0.79,1
6.94,1.0,5.6,4.4,1
3.47,1.22,4.83,4.7,0
3.06,0.69,7.86,0.0,1
4.04,1.17,7.27,2.82,1
6.86,0.0,7.01,3.29,1
4.89,3.32,5.32,2.81,1
3.44,5.58,8.97,1.01,0
5.47,2.72,6.4,1.63,1
2.3,0.38,7.64,0.88,0
5.86,1.54,5.25,1.37,1
5.32,1.81,6.77,0.19,1
3.88,0.97,7.35,1.83,1
2.82,3.79,7.39,0.0,0
2.73,3.72,7.19,1.7,1
5.57,0.77,7.59,0.13,1
6.96,3.59,5.64,2.31,1
3.23,4.79,7.24,0.98,0
5.42,5.35,7.14,2.44,0
0.33,6.8,7.28,3.62,0
3.33,1.15,7.09,4.38,0
4.44,6.74,5.47,0.0,0
2.68,1.97,5.42,0.75,1
2.63,1.61,4.34,1.55,1
3.16,2.99,7.98,2.69,0
5.08,1.63,7.99,0.0,1
4.13,3.1,8.01,0.53,1
0.02,0.52,7.37,2.2,0
0.26,2.14,4.44,2.13,0
3.29,4.43,5.77,2.57,0
5.42,2.41,7.2,2.67,1
0.0,2.71,7.16,2.51,0
3.5,3.21,6.73,2.29,1
3.45,4.26,7.44,2.08,1
7.28,0.02,7.01,3.0,1
3.73,3.38,7.14,0.0,0
5.27,2.1,6.23,4.32,1
4.78,2.75,8.18,0.0,1
0.24,4.09,6.48,0.38,0
6.04,0.71,5.4,1.66,1
4.93,0.98,6.07,3.01,1
5.52,0.0,6.58,0.0,1
10.0,1.68,8.19,1.96,1
0.33,4.5,6.95,3.19,0
7.95,2.32,6.78,3.49,1
3.93,0.49,5.5,0.95,1
5.07,1.77,7.94,1.55,1
4.41,0.27,6.22,1.08,1
3.65,0.81,6.88,1.41,1
3.36,3.08,8.78,0.45,1
5.16,0.74,7.61,0.67,1
1.47,4.17,5.05,2.65,0
6.0,2.39,4.88,2.2,1
3.67,2.63,6.92,2.74,1
2.24,2.08,5.54,2.32,1
3.6,3.66,7.78,3.06,1
7.01,3.67,7.05,3.32,1
3.43,3.0,7.2,0.0,1
5.22,3.35,6.15,0.72,0
3.04,2.18,9.09,1.65,0
6.02,3.31,10.0,1.97,1
5.87,1.99,6.67,0.99,1
8.2,2.5,7.42,3.37,1
4.15,2.09,7.12,4.97,0
5.84,1.81,6.69,2.28,1
4.7,1.47,6.0,2.13,0
7.09,3.2,5.7,3.27,1
3.06,4.47,5.64,0.0,0
5.99,4.26,7.49,2.04,1
4.11,0.62,6.38,3.47,1
4.37,4.43,3.91,1.04,1
4.68,2.02,7.53,0.16,1
5.0,3.4,6.95,1.72,1
4.27,1.14,8.62,1.91,1
4.93,2.71,7.45,0.64,0
7.66,2.97,5.23,5.14,1
6.47,0.27,4.32,1.28,1
6.24,3.41,6.14,0.27,1
3.59,4.52,6.25,1.86,0
2.72,2.24,8.13,3.36,0
6.41,4.54,6.99,2.03,1
6.25,2.22,8.36,2.73,1
7.45,3.77,5.41,0.69,1
3.29,0.0,8.16,4.23,1
4.04,6.13,7.87,2.84,0
1.22,4.74,4.58,3.57,0
3.72,2.07,8.59,2.55,1
6.49,0.0,7.11,3.24,1
3.57,2.93,7.47,0.69,1
5.78,0.33,5.96,1.26,1
4.12,3.17,8.53,4.02,1
5.15,3.12,5.58,4.34,1
2.2,1.09,8.0,0.28,1
4.67,4.18,7.98,2.37,0
0.0,3.71,5.83,1.35,0
4.13,3.96,9.38,0.95,1
1.24,2.51,7.28,2.43,1
6.91,0.38,7.78,3.71,0
6.05,3.97,5.17,2.68,1
5.43,2.09,9.54,1.52,0
7.54,0.42,5.53,2.77,1
2.6,4.53,8.23,1.46,1
7.99,5.65,5.81,2.62,1
6.36,2.44,6.26,4.09,0
4.03,5.74,7.95,0.0,0
6.77,2.64,8.23,3.2,1
2.29,1.93,5.47,0.0,1
2.85,1.55,8.31,3.84,1
3.28,4.96,8.25,1.04,0
3.44,1.33,5.87,0.17,1
2.39,3.6,8.92,3.04,0
6.95,1.66,5.25,2.55,1
3.98,1.81,6.25,0.5,1
5.21,4.05,7.57,0.12,1
3.36,1.93,5.98,1.72,0
0.86,1.89,7.32,0.19,0
5.04,4.2,7.29,0.41,0
0.68,4.9,6.78,2.17,0
4.36,3.47,8.0,0.55,1
1.76,1.52,6.73,2.64,1
8.47,1.73,7.28,4.24,1
6.32,2.62,8.38,1.78,1
4.71,2.98,7.95,2.2,1
7.03,1.02,7.94,5.03,0
2.81,3.58,5.62,0.22,0
5.59,2.63,7.63,3.79,1
4.9,0.0,5.95,3.61,1
5.03,1.11,5.46,3.28,0
7.04,1.74,6.91,3.94,1
5.96,2.39,5.91,2.42,1
5.08,5.33,7.95,1.13,1
1.19,2.86,7.98,3.64,1
2.58,1.24,4.72,3.7,0
4.25,2.83,6.01,3.66,0
4.69,1.97,5.25,2.07,0
2.24,2.99,6.44,0.93,0
9.32,3.37,7.55,2.29,1
7.53,4.31,6.71,3.41,1
5.7,2.46,6.29,3.54,1
4.64,4.96,8.56,1.36,1
4.08,3.86,4.23,2.47,0
2.6,1.44,8.48,0.04,1
4.65,5.81,6.35,3.48,0
5.02,2.99,6.91,0.83,1
2.02,1.25,6.37,3.18,1
5.17,4.98,8.85,0.28,1
4.19,5.62,5.52,3.55,0
0.68,2.45,7.01,2.48,0
2.78,1.74,7.63,0.83,1
3.67,2.24,5.07,3.04,0
8.28,3.57,5.9,1.11,1
5.61,4.42,6.82,3.12,1
1.83,3.36,5.94,1.59,0
5.47,2.65,6.02,0.0,0
1.41,4.75,6.58,0.53,0
6.67,2.03,7.78,1.35,1
3.56,4.05,6.59,4.05,0
4.31,2.07,8.29,3.35,1
7.15,3.15,5.8,4.44,1
1.93,2.33,5.5,4.48,0
1.71,2.42,9.31,1.2,1
3.33,1.93,6.21,1.72,1
6.58,4.52,5.43,1.38,1
1.46,1.4,4.91,0.99,1
0.0,1.39,8.29,0.0,1
3.6,5.68,6.59,1.98,0
5.6,3.97,6.7,0.07,1
6.9,0.0,6.81,1.95,1
3.57,1.65,8.22,5.17,1
3.68,0.0,6.78,1.24,1
6.81,1.07,9.81,2.29,0
0.76,0.0,7.16,3.36,1
3.72,2.29,8.27,2.42,1
4.88,0.79,7.97,2.44,1
5.4,2.59,6.96,1.46,1
3.48,0.06,6.3,1.65,1
4.57,2.62,7.4,0.56,1
0.0,1.88,7.61,3.27,0
3.18,4.75,6.31,0.0,1
5.41,4.62,7.2,3.46,0
2.54,3.68,8.48,0.0,1
4.62,2.01,9.48,3.44,1
5.39,5.48,8.03,1.47,0
3.81,0.17,9.24,0.15,1
4.84,0.39,6.24,2.87,1
2.57,2.37,7.84,3.39,0
4.09,5.88,8.61,1.34,0
5.72,2.2,5.92,3.08,1
4.81,2.23,6.42,0.0,1
3.33,0.34,9.09,0.02,1
4.95,3.92,5.83,3.94,1
5.93,3.93,5.39,1.66,1
0.4,3.68,8.83,0.0,0
6.82,1.56,8.44,0.95,1
3.83,1.44,7.52,0.61,1
5.35,0.56,6.95,1.75,1
6.89,2.63,6.47,1.44,1
1.76,0.88,7.34,2.27,0
3.08,0.73,8.9,1.9,0
3.92,1.86,7.29,4.04,1
2.93,1.77,9.6,2.64,1
7.97,1.69,5.92,2.69,1
2.79,3.2,6.98,3.75,0
3.39,2.62,6.55,1.42,1
4.91,2.07,5.7,0.11,1
2.1,2.77,6.82,3.81,0
3.71,1.01,7.5,2.2,0
5.13,2.66,7.63,2.21,1
3.83,2.73,9.6,1.05,0
4.31,0.25,7.56,1.07,1
3.44,3.99,8.38,3.27,0
1.47,1.18,7.08,3.48,0
5.14,2.64,9.01,3.18,1
8.01,4.25,9.88,3.19,1
4.54,3.89,7.64,2.85,0
4.95,2.55,5.81,2.2,0
5.89,1.96,6.34,1.74,1
1.96,3.92,7.34,3.82,0
7.91,3.51,7.55,1.44,1
4.9,1.57,7.84,2.55,0
7.76,1.31,7.55,0.79,1
3.03,0.0,7.01,1.01,1
8.14,2.73,6.24,1.65,1
6.05,2.38,7.48,0.79,1
5.61,4.2,9.23,3.2,1
4.97,3.04,8.22,0.0,1
4.0,4.5,7.64,2.15,1
6.9,1.45,8.24,2.2,1
4.78,4.21,6.55,0.0,0
0.57,1.71,6.39,1.34,1
2.27,3.67,6.1,2.38,1
4.13,0.31,6.85,2.64,1
5.12,2.85,6.49,1.69,1
4.39,0.0,8.45,3.02,1
6.94,2.1,6.43,1.84,1
0.6,3.16,6.04,2.02,1
4.79,1.72,9.33,2.38,1
0.86,0.92,6.46,3.39,0
6.02,3.77,7.18,0.99,1
4.31,2.34,7.54,1.27,1
5.34,1.77,5.64,1.0,0
2.77,2.56,8.48,1.5,0
7.06,6.46,7.76,4.14,1
6.58,4.23,8.87,2.86,1
5.67,4.24,6.18,0.3,1
4.24,3.15,7.12,1.1,0
5.66,2.75,7.05,2.56,1
3.09,0.0,7.32,0.64,1
6.21,1.48,5.25,0.91,1
